Taxpayer_ID,Age,Profession,City,Annual_Income,Declared_Expenses,Investment_Claims,Late_Filing_Count,Previous_Penalty,Expense_Ratio,Investment_Ratio,Total_Claims_Ratio,Risk_Score_Manual,Fraud_Label,Profession_Enc,City_Enc,Anomaly_Flag,Fraud_Probability,Risk_Level
TXP10023,44,Business Owner,Pune,1268587,465122,216387,1,0,0.366645724731532,0.17057324408968402,0.537218968821216,0,0,2,9,0,0.002,Low
TXP10024,56,Accountant,Delhi,665264,652136,110840,6,1,0.980266480675341,0.1666105485942423,1.1468770292695831,3,1,0,3,0,0.982,High
TXP10025,35,Engineer,Jaipur,417389,216161,56812,0,0,0.5178885883432481,0.13611283478960873,0.6540014231328569,0,0,5,5,0,0.002,Low
TXP10026,45,Engineer,Chennai,670192,399066,57557,1,1,0.5954502590302481,0.08588135937164275,0.6813316184018908,1,0,5,2,0,0.028,Low
TXP10027,67,Doctor,Jaipur,565943,188513,42294,0,0,0.3330953823971672,0.07473190763027372,0.40782729002744095,0,0,4,5,0,0.0,
TXP10028,48,Engineer,Delhi,432887,67068,9324,1,0,0.15493188753647025,0.021539108358532365,0.17647099589500262,0,0,5,3,0,0.004,Low
TXP10029,50,Doctor,Lucknow,673813,152555,114581,2,0,0.22640554575230815,0.17004866335318553,0.39645420910549367,0,0,4,7,0,0.0,
TXP10030,65,Teacher,Chennai,293476,130196,10488,2,0,0.44363423244149436,0.035737164197413074,0.47937139663890743,0,0,9,2,0,0.002,Low
TXP10031,51,Lawyer,Hyderabad,763001,324607,101888,2,1,0.4254345669271731,0.1335358669254693,0.5589704338526424,1,0,7,4,0,0.02,Low
TXP10032,39,Consultant,Delhi,711452,358955,78781,0,0,0.5045386055559616,0.11073269876253071,0.6152713043184923,0,0,3,3,0,0.004,Low
TXP10033,38,Doctor,Lucknow,967430,1011627,111064,3,0,1.0456849591184891,0.11480313821155019,1.1604880973300393,1,0,4,7,1,0.04,Low
TXP10034,67,Engineer,Mumbai,551826,272400,103085,0,0,0.49363386284807165,0.1868070732441023,0.6804409360921739,0,0,5,8,0,0.02,Low
TXP10035,26,Freelancer,Pune,212156,97505,5450,1,0,0.4595910556383039,0.02568864420520749,0.4852796998435114,0,0,6,9,0,0.018,Low
TXP10036,60,Business Owner,Lucknow,1656027,488969,263657,0,0,0.2952663211408993,0.15921056842672252,0.4544768895676218,0,0,2,7,1,0.0,
TXP10037,30,Doctor,Mumbai,632581,250166,18578,3,0,0.39546872258256255,0.029368570981423724,0.42483729356398625,0,0,4,8,0,0.0,
TXP10038,44,Consultant,Ahmedabad,739430,159918,19866,1,0,0.21627199329213043,0.026866640520400848,0.24313863381253129,0,0,3,0,0,0.002,Low
TXP10039,32,Consultant,Bangalore,830376,293665,80851,1,0,0.35365304392227137,0.09736673506941433,0.4510197789916857,0,0,3,1,0,0.0,
TXP10040,62,Lawyer,Lucknow,949902,1067293,29782,0,1,1.123582222166076,0.031352707963558345,1.1549349301296343,2,1,7,7,1,0.94,High
TXP10041,41,Lawyer,Kolkata,1173544,398460,190168,1,0,0.3395356288302782,0.16204590539425875,0.501581534224537,0,0,7,6,0,0.004,Low
TXP10042,27,Pharmacist,Pune,547900,289184,63184,1,0,0.5278043438583683,0.11532031392589889,0.6431246577842672,0,0,8,9,0,0.01,Low
TXP10043,48,Business Owner,Lucknow,855476,355547,21581,1,0,0.4156130622016281,0.025226891227807677,0.44083995342943577,0,0,2,7,0,0.0,
TXP10044,37,Teacher,Mumbai,480713,113613,13118,0,1,0.2363426826401616,0.0272886316783611,0.2636313143185227,1,0,9,8,0,0.028,Low
TXP10045,32,Consultant,Kolkata,784980,626850,102267,8,1,0.7985553772070626,0.13027975235037836,0.928835129557441,2,1,3,6,0,0.988,High
TXP10046,49,Lawyer,Pune,863164,326010,142508,0,0,0.3776918407162486,0.16509956392991368,0.5427914046461623,0,0,7,9,0,0.0,
TXP10047,25,Accountant,Kolkata,646392,212914,63866,0,0,0.32938835876681644,0.09880382182947808,0.4281921805962945,0,0,0,6,0,0.002,Low
TXP10048,43,Engineer,Chennai,637417,607248,76378,7,1,0.9526699162400751,0.11982422809557951,1.0724941443356546,3,1,5,2,0,1.0,High
TXP10049,51,Freelancer,Mumbai,509884,172095,83605,0,0,0.33751794525813716,0.1639686673831695,0.5014866126413067,0,0,6,8,0,0.0,
TXP10050,30,Teacher,Jaipur,499531,91285,64884,0,0,0.1827414114439344,0.12988983666679346,0.31263124811072784,0,0,9,5,0,0.002,Low
TXP10051,67,Business Owner,Chennai,1089951,211936,647463,0,0,0.1944454383729177,0.594029456370057,0.7884748947429747,1,0,2,2,1,0.098,Low
TXP10052,31,Engineer,Pune,552335,186226,71996,0,0,0.33716132419636635,0.13034842984782785,0.4675097540441942,0,0,5,9,0,0.0,
TXP10053,58,Engineer,Pune,617486,177478,82181,2,0,0.28742028159342886,0.13308965709344017,0.42050993868686903,0,0,5,9,0,0.008,Low
TXP10054,37,Teacher,Delhi,414290,402501,63029,5,1,0.9715440874749571,0.152137391682155,1.1236814791571121,3,1,9,3,0,0.992,High
TXP10055,40,Freelancer,Mumbai,224019,71477,29516,0,1,0.31906668630785784,0.13175668135292096,0.4508233676607788,1,0,6,8,0,0.026,Low
TXP10056,59,Teacher,Ahmedabad,232066,184578,45128,5,1,0.7953685589444383,0.19446192031577222,0.9898304792602105,2,1,9,0,0,0.974,High
TXP10057,63,Doctor,Ahmedabad,682576,265256,37891,1,0,0.38861020604299007,0.05551176718782963,0.4441219732308197,0,0,4,0,0,0.0,
TXP10058,27,Consultant,Pune,455893,212828,87165,3,0,0.46683761321187206,0.19119617980534906,0.6580337930172211,0,0,3,9,0,0.0,
TXP10059,25,Doctor,Ahmedabad,715033,190951,83588,0,0,0.2670520101869424,0.11690089828021924,0.3839529084671617,0,0,4,0,0,0.0,
TXP10060,29,Pharmacist,Bangalore,550249,477140,77558,8,1,0.8671346972007219,0.1409507332135088,1.0080854304142306,3,1,8,1,0,1.0,High
TXP10061,65,Doctor,Delhi,621850,598777,23570,7,1,0.9628961968320334,0.037903031277639304,1.0007992281096727,3,1,4,3,0,0.996,High
TXP10062,27,Business Owner,Pune,629269,581410,55692,6,1,0.9239450854880822,0.08850269121790522,1.0124477767059874,3,1,2,9,0,0.992,High
TXP10063,52,Doctor,Ahmedabad,813867,255774,128988,0,0,0.3142700220060526,0.1584878118906406,0.4727578338966932,0,0,4,0,0,0.002,Low
TXP10064,41,Architect,Mumbai,788006,711026,116029,0,0,0.90231038849958,0.1472438027121621,1.049554191211742,1,0,1,8,0,0.028,Low
TXP10065,49,Teacher,Lucknow,248301,112522,6760,0,0,0.4531677278786634,0.027225021244376785,0.4803927491230402,0,0,9,7,0,0.038,Low
TXP10066,67,Engineer,Jaipur,723034,110979,85597,3,0,0.15349070721432187,0.11838585737323556,0.27187656458755743,0,0,5,5,0,0.062,Low
TXP10067,57,Lawyer,Chennai,1104326,401844,39634,0,0,0.36388167986627135,0.035889764435501834,0.3997714443017732,0,0,7,2,0,0.0,
TXP10068,33,Engineer,Chennai,743112,891465,148068,3,1,1.1996374705293416,0.19925394826082743,1.3988914187901689,2,1,5,2,1,0.976,High
TXP10069,59,Engineer,Bangalore,782772,338407,142083,3,0,0.43231873393529663,0.1815126243657157,0.6138313583010123,0,0,5,1,0,0.006,Low
TXP10070,37,Pharmacist,Kolkata,720201,425450,380203,1,0,0.5907378634575625,0.527912346692104,1.1186502101496665,1,0,8,6,1,0.104,Low
TXP10071,54,Accountant,Mumbai,514390,184656,89790,0,0,0.3589805400571551,0.1745562705340306,0.5335368105911856,0,0,0,8,0,0.0,
TXP10072,38,Freelancer,Kolkata,466435,241554,86522,0,0,0.5178728011405662,0.18549637141295142,0.7033691725535176,0,0,6,6,0,0.006,Low
TXP10073,31,Business Owner,Delhi,1033424,391153,86434,0,0,0.3785019507965753,0.0836384678505628,0.46214041864713806,0,0,2,3,0,0.0,
TXP10074,37,Business Owner,Jaipur,1200790,448048,179530,0,0,0.3731276909367999,0.14950990597856412,0.522637596915364,0,0,2,5,0,0.0,
TXP10075,46,Engineer,Delhi,829931,471973,82643,1,0,0.5686894452671367,0.09957815770226681,0.6682676029694035,0,0,5,3,0,0.0,
TXP10076,63,Engineer,Pune,398247,219228,54934,0,0,0.5504824895102788,0.13793951994616407,0.6884220094564428,0,0,5,9,0,0.004,Low
TXP10077,44,Freelancer,Mumbai,320842,289443,26070,8,1,0.902135630621926,0.08125494791829,0.983390578540216,3,1,6,8,0,0.994,High
TXP10078,39,Pharmacist,Pune,637718,180675,49780,1,0,0.2833148821265826,0.07805958119419555,0.36137446332077816,0,0,8,9,0,0.0,
TXP10079,41,Engineer,Hyderabad,753005,297628,72588,1,0,0.39525368357447827,0.0963977662830924,0.49165144985757064,0,0,5,4,0,0.0,
TXP10080,47,Engineer,Ahmedabad,545530,136793,25204,2,0,0.25075247924037175,0.046200942202995254,0.296953421443367,0,0,5,0,0,0.0,
TXP10081,49,Teacher,Chennai,401264,140347,68056,0,0,0.34976225128593647,0.16960405119821365,0.51936630248415,0,0,9,2,0,0.0,
TXP10082,48,Pharmacist,Lucknow,534121,558293,44206,6,1,1.045255663042644,0.08276401789107711,1.128019680933721,3,1,8,7,0,0.996,High
TXP10083,64,Engineer,Pune,825041,432517,75925,0,0,0.5242369773138547,0.09202572963040624,0.616262706944261,0,0,5,9,0,0.004,Low
TXP10084,52,Accountant,Kolkata,557450,659690,100859,0,0,1.1834065835500942,0.18092923132119473,1.364335814871289,1,0,0,6,0,0.046,Low
TXP10085,38,Architect,Hyderabad,814101,274009,89056,1,0,0.33657863090697593,0.10939183221737843,0.44597046312435434,0,0,1,4,0,0.0,
TXP10086,24,Doctor,Chennai,1328402,209843,156705,0,0,0.15796648905978763,0.11796504371417689,0.2759315327739645,0,0,4,2,0,0.002,Low
TXP10087,48,Doctor,Pune,919619,494569,458476,0,1,0.5377977184029473,0.4985499429655107,1.0363476613684581,2,1,4,9,1,0.96,High
TXP10088,30,Business Owner,Hyderabad,1219731,278617,219076,3,1,0.2284249559943955,0.1796100943568705,0.40803505035126597,1,0,2,4,0,0.1,Low
TXP10089,32,Architect,Hyderabad,765591,329086,38665,0,1,0.42984570090296254,0.05050346725601529,0.4803491681589778,1,0,1,4,0,0.014,Low
TXP10090,47,Engineer,Mumbai,545207,87907,57344,1,0,0.16123600760811949,0.1051784001305926,0.2664144077387121,0,0,5,8,0,0.0,
TXP10091,24,Teacher,Delhi,493278,162672,96106,0,0,0.32977752910123703,0.1948313121606883,0.5246088412619253,0,0,9,3,0,0.056,Low
TXP10092,67,Accountant,Hyderabad,568007,337215,49431,0,0,0.5936810637897069,0.08702533595536675,0.6807063997450735,0,0,0,4,0,0.006,Low
TXP10093,31,Teacher,Bangalore,333624,65160,28986,1,0,0.1953096899503633,0.08688223868786418,0.28219192863822745,0,0,9,1,0,0.0,
TXP10094,47,Business Owner,Delhi,865724,294919,47706,3,0,0.3406616889447445,0.0551053222505094,0.3957670111952539,0,0,2,3,0,0.0,
TXP10095,34,Teacher,Chennai,415833,119850,16873,0,0,0.2882166639011334,0.04057638523157133,0.32879304913270474,0,0,9,2,0,0.0,
TXP10096,40,Accountant,Chennai,636718,585870,97580,0,0,0.9201404703495111,0.15325465904843275,1.0733951293979438,1,0,0,2,0,0.022,Low
TXP10097,31,Teacher,Chennai,320158,284150,50778,5,1,0.8875305317999238,0.1586029397984745,1.0461334715983983,3,1,9,2,0,0.992,High
TXP10098,58,Business Owner,Chennai,1430580,1563082,278136,0,0,1.0926211746284724,0.19442184288889822,1.2870430175173706,1,0,2,2,1,0.054,Low
TXP10099,58,Teacher,Bangalore,259486,48403,134911,0,0,0.18653414827774908,0.5199162960622153,0.7064504443399644,1,0,9,1,1,0.014,Low
TXP10100,56,Consultant,Pune,783294,338549,49976,1,0,0.4322119153217055,0.06380235262877029,0.4960142679504758,0,0,3,9,0,0.004,Low
TXP10101,28,Doctor,Jaipur,890551,268381,24241,0,0,0.3013651099150975,0.027220226578825918,0.3285853364939234,0,0,4,5,0,0.002,Low
TXP10102,65,Consultant,Hyderabad,1057319,478371,208692,0,1,0.45243772220115214,0.19737846383163454,0.6498161860327867,1,0,3,4,0,0.06,Low
TXP10103,62,Consultant,Chennai,611252,100522,289934,1,0,0.164452631647831,0.47432810035795386,0.6387807320057849,1,0,3,2,0,0.002,Low
TXP10104,64,Lawyer,Delhi,580411,121903,44201,0,0,0.21002875548533712,0.07615465592485325,0.2861834114101904,0,0,7,3,0,0.002,Low
TXP10105,51,Teacher,Delhi,296274,135950,54239,0,1,0.45886577964991865,0.18307040104767883,0.6419361806975975,1,0,9,3,0,0.074,Low
TXP10106,30,Accountant,Hyderabad,416343,466723,52175,3,0,1.121005997458826,0.12531734651477267,1.2463233439735988,1,1,0,4,0,0.684,High
TXP10107,32,Engineer,Pune,800498,916575,46970,0,0,1.1450059837751,0.05867597420605673,1.2036819579811566,1,0,5,9,1,0.29,Low
TXP10108,31,Accountant,Lucknow,704863,124313,126901,1,0,0.17636476875648174,0.18003640423741918,0.35640117299390095,0,0,0,7,0,0.01,Low
TXP10109,35,Doctor,Lucknow,864043,213390,171776,0,0,0.24696687549115032,0.19880492058844293,0.4457717960795933,0,0,4,7,0,0.002,Low
TXP10110,57,Engineer,Jaipur,783194,469408,27883,0,0,0.599350863259933,0.035601651698046716,0.6349525149579798,0,0,5,5,0,0.014,Low
TXP10111,56,Consultant,Pune,774112,266979,135628,0,0,0.3448842028026952,0.1752046215534703,0.5200888243561655,0,0,3,9,0,0.0,
TXP10112,46,Lawyer,Hyderabad,876222,408612,79116,0,0,0.46633387429213147,0.09029218622677815,0.5566260605189096,0,0,7,4,0,0.0,
TXP10113,47,Consultant,Lucknow,690053,160229,78895,0,0,0.23219810652225265,0.11433179770249531,0.34652990422474794,0,0,3,7,0,0.004,Low
TXP10114,60,Teacher,Lucknow,331376,140649,61194,0,0,0.42443930761431126,0.18466636087103472,0.609105668485346,0,0,9,7,0,0.0,
TXP10115,58,Consultant,Lucknow,471395,482843,92020,2,0,1.0242853657760478,0.19520784055834278,1.2194932063343904,1,0,3,7,0,0.054,Low
TXP10116,67,Teacher,Kolkata,365855,106652,24581,1,0,0.29151439778054145,0.06718782031132553,0.358702218091867,0,0,9,6,0,0.002,Low
TXP10117,63,Doctor,Bangalore,791933,414183,46180,0,0,0.523002577238226,0.05831301385344467,0.5813155910916706,0,0,4,1,0,0.0,
TXP10118,45,Business Owner,Hyderabad,1498144,631524,51675,1,0,0.42153758250208256,0.03449267894141017,0.45603026144349273,0,0,2,4,1,0.002,Low
TXP10119,50,Doctor,Ahmedabad,818704,266165,99164,2,0,0.32510528835818564,0.12112314096425571,0.44622842932244133,0,0,4,0,0,0.002,Low
TXP10120,58,Accountant,Mumbai,533729,213992,11981,1,1,0.4009375544517911,0.022447721596540567,0.42338527604833165,1,0,0,8,0,0.052,Low
TXP10121,24,Architect,Mumbai,510609,209116,48069,0,0,0.40954233082456437,0.09414052631269719,0.5036828571372616,0,0,1,8,0,0.016,Low
TXP10122,58,Engineer,Pune,610822,137123,20284,2,0,0.22448929475362708,0.03320771026583849,0.2576970050194656,0,0,5,9,0,0.0,
TXP10123,60,Accountant,Hyderabad,623823,206628,57978,0,0,0.3312285696423505,0.0929398242770786,0.42416839391942907,0,0,0,4,0,0.0,
TXP10124,37,Freelancer,Hyderabad,278499,84815,7571,0,0,0.3045432838178952,0.027185016822322522,0.33172830064021774,0,0,6,4,0,0.04,Low
TXP10125,26,Architect,Mumbai,663995,219388,113104,1,0,0.33040610245559077,0.17033863206801256,0.5007447345236034,0,0,1,8,0,0.0,
TXP10126,24,Business Owner,Jaipur,1293217,636909,74687,2,0,0.4924997119586272,0.05775287519418628,0.5502525871528134,0,0,2,5,0,0.016,Low
TXP10127,28,Engineer,Mumbai,492290,180740,38937,3,0,0.3671413191411566,0.07909362367710089,0.44623494281825754,0,0,5,8,0,0.0,
TXP10128,49,Business Owner,Hyderabad,964857,553000,170402,3,1,0.5731419267311114,0.17660855442827278,0.7497504811593843,1,0,2,4,0,0.05,Low
TXP10129,37,Lawyer,Lucknow,957652,1135728,147792,0,0,1.1859506376011328,0.1543274592440678,1.3402780968452006,1,0,7,7,1,0.05,Low
TXP10130,62,Freelancer,Jaipur,279986,94373,16638,3,0,0.33706328173551536,0.05942439979141814,0.3964876815269335,0,0,6,5,0,0.0,
TXP10131,50,Pharmacist,Chennai,534992,269705,17623,0,0,0.5041290337051769,0.03294067948679606,0.5370697131919729,0,0,8,2,0,0.006,Low
TXP10132,32,Freelancer,Ahmedabad,315696,349135,46982,0,0,1.1059215194364198,0.14882038416704677,1.2547419036034666,1,0,6,0,0,0.206,Low
TXP10133,38,Consultant,Kolkata,941313,372913,526483,1,1,0.39616259416368416,0.5593070530206212,0.9554696471843054,2,1,3,6,1,0.942,High
TXP10134,38,Doctor,Bangalore,1267565,220560,200141,0,0,0.17400291109331673,0.15789407249332382,0.33189698358664055,0,0,4,1,0,0.0,
TXP10135,49,Freelancer,Chennai,320886,105690,32137,1,0,0.3293693087264636,0.10015083238284,0.4295201411093036,0,0,6,2,0,0.004,Low
TXP10136,65,Consultant,Delhi,846157,230011,69622,0,0,0.2718301686330078,0.08228023877365548,0.35411040740666333,0,0,3,3,0,0.0,
TXP10137,36,Doctor,Mumbai,654651,392594,66261,3,0,0.5996996873143094,0.1012157622916638,0.7009154496059733,0,0,4,8,0,0.012,Low
TXP10138,55,Consultant,Ahmedabad,937371,270675,400462,0,0,0.2887597333393075,0.42721825189812784,0.7159779852374354,1,0,3,0,1,0.116,Low
TXP10139,62,Engineer,Mumbai,410211,224805,74822,0,0,0.5480228467788528,0.18239881426875437,0.7304216610476072,0,0,5,8,0,0.002,Low
TXP10140,55,Business Owner,Mumbai,1392234,632499,490600,3,0,0.4543050952641582,0.3523832918891508,0.806688387153309,1,0,2,8,1,0.094,Low
TXP10141,27,Consultant,Chennai,592861,179881,291418,0,0,0.30341176093553124,0.49154523572979164,0.7949569966653229,1,0,3,2,0,0.058,Low
TXP10142,53,Business Owner,Lucknow,1117206,440838,28947,1,0,0.3945897175632784,0.025910172340642638,0.420499889903921,0,1,2,7,0,0.0,
TXP10143,60,Doctor,Lucknow,593794,313666,61940,1,0,0.5282404335510295,0.10431226991178759,0.6325527034628171,0,0,4,7,0,0.0,
TXP10144,46,Business Owner,Kolkata,1528940,837118,659339,1,0,0.5475152720185227,0.4312392899655971,0.9787545619841197,1,0,2,6,1,0.108,Low
TXP10145,62,Teacher,Jaipur,299781,66604,25507,1,0,0.22217552146400205,0.08508544570870069,0.30726096717270274,0,0,9,5,0,0.0,
TXP10146,38,Architect,Mumbai,738314,223567,138685,0,0,0.302807477577291,0.1878401330599176,0.4906476106372086,0,0,1,8,0,0.0,
TXP10147,66,Accountant,Pune,515590,504113,68836,2,0,0.9777400647801547,0.1335091836536783,1.111249248433833,1,0,0,9,0,0.118,Low
TXP10148,52,Lawyer,Lucknow,871381,147193,163948,0,0,0.16891922132798398,0.18814732017337996,0.3570665415013639,0,0,7,7,0,0.0,
TXP10149,59,Freelancer,Hyderabad,472163,197934,73794,0,0,0.4192069264215959,0.15628924756916573,0.5754961739907617,0,0,6,4,0,0.002,Low
TXP10150,36,Accountant,Ahmedabad,473817,253335,18298,0,1,0.5346684479450927,0.03861828511851622,0.573286733063609,1,0,0,0,0,0.072,Low
TXP10151,55,Business Owner,Pune,1284146,413120,79112,1,0,0.32170796778559446,0.06160670204166816,0.38331466982726264,0,0,2,9,0,0.004,Low
TXP10152,30,Business Owner,Chennai,1812133,1741110,164814,6,1,0.9608069606369952,0.09095027793213853,1.0517572385691336,3,1,2,2,1,0.996,High
TXP10153,45,Architect,Chennai,525504,498336,26600,3,0,0.9483010595542565,0.050618073316283034,0.9989191328705396,1,0,1,2,0,0.012,Low
TXP10154,51,Business Owner,Kolkata,1668724,532392,182031,1,0,0.3190413753262972,0.10908394677609959,0.4281253221023968,0,0,2,6,1,0.002,Low
TXP10155,25,Teacher,Kolkata,439885,522411,46120,1,1,1.1876081248508132,0.10484558464144038,1.2924537094922537,2,1,9,6,0,0.97,High
TXP10156,65,Engineer,Jaipur,477576,224076,91755,3,1,0.469194431880999,0.1921264887682798,0.6613209206492788,1,0,5,5,0,0.07,Low
TXP10157,29,Engineer,Hyderabad,381741,204061,37437,0,0,0.534553532368805,0.09806910968431476,0.6326226420531198,0,0,5,4,0,0.0,
TXP10158,51,Engineer,Ahmedabad,645294,295954,104158,1,0,0.4586343589123717,0.16141169761380084,0.6200460565261726,0,0,5,0,0,0.014,Low
TXP10159,51,Engineer,Hyderabad,517888,81849,98162,1,0,0.15804382414730597,0.18954291275333662,0.3475867369006426,0,0,5,4,0,0.0,
TXP10160,67,Business Owner,Delhi,1947441,481611,346367,0,0,0.24730453964972496,0.17785750633780434,0.42516204598752927,0,0,2,3,1,0.02,Low
TXP10161,67,Freelancer,Kolkata,455221,82516,26202,2,0,0.18126580276393225,0.05755885602817093,0.23882465879210318,0,0,6,6,0,0.018,Low
TXP10162,43,Teacher,Jaipur,301868,122761,32989,0,0,0.40667112777770414,0.10928286535836856,0.5159539931360727,0,0,9,5,0,0.002,Low
TXP10163,53,Consultant,Bangalore,543511,419873,44890,5,1,0.7725197834082475,0.08259262462029288,0.8551124080285404,2,1,3,1,0,0.994,High
TXP10164,34,Pharmacist,Mumbai,608990,121652,56011,1,1,0.1997602587891427,0.09197359562554393,0.29173385441468663,1,0,8,8,0,0.026,Low
TXP10165,51,Consultant,Mumbai,647186,341230,339061,2,1,0.5272518255957329,0.5239003933954072,1.0511522189911402,2,1,3,8,0,0.94,High
TXP10166,48,Business Owner,Bangalore,1217531,486986,205451,2,1,0.3999783167738645,0.1687439580593841,0.5687222748332486,1,1,2,1,0,0.702,High
TXP10167,62,Teacher,Lucknow,407348,187578,41298,1,0,0.4604858744856977,0.10138260160845272,0.5618684760941505,0,0,9,7,0,0.0,
TXP10168,56,Accountant,Hyderabad,501574,294489,57312,1,0,0.5871297156551177,0.11426429599620395,0.7013940116513216,0,0,0,4,0,0.004,Low
TXP10169,24,Doctor,Bangalore,790814,148401,155664,0,0,0.1876560101363911,0.19684021780089883,0.38449622793728994,0,0,4,1,0,0.002,Low
TXP10170,50,Accountant,Jaipur,548343,493209,16886,0,0,0.8994534442857847,0.030794593894697297,0.930248038180482,1,0,0,5,0,0.018,Low
TXP10171,36,Architect,Ahmedabad,759331,156988,81880,2,0,0.20674514803162258,0.10783176243298377,0.31457691046460634,0,0,1,0,0,0.012,Low
TXP10172,64,Consultant,Bangalore,856333,279876,136440,3,0,0.3268308006347998,0.1593305408059715,0.4861613414407713,0,0,3,1,0,0.006,Low
TXP10173,26,Engineer,Jaipur,566982,302284,26766,2,0,0.5331456730548765,0.04720784786818629,0.5803535209230628,0,0,5,5,0,0.004,Low
TXP10174,62,Teacher,Kolkata,353818,197364,46023,0,0,0.5578122085365923,0.1300753494734581,0.6878875580100504,0,0,9,6,0,0.0,
TXP10175,29,Consultant,Pune,683079,258113,43104,2,0,0.3778669817107538,0.0631025108369603,0.4409694925477141,0,0,3,9,0,0.0,
TXP10176,31,Doctor,Chennai,504477,210542,88854,3,0,0.41734707429674694,0.17613092370910863,0.5934779980058555,0,0,4,2,0,0.014,Low
TXP10177,50,Accountant,Chennai,575760,480876,45414,5,1,0.8352021675698208,0.07887661525635682,0.9140787828261776,3,1,0,2,0,1.0,High
TXP10178,32,Consultant,Delhi,1090594,572279,86409,1,0,0.5247406459232308,0.0792311345927082,0.603971780515939,0,0,3,3,0,0.002,Low
TXP10179,60,Accountant,Hyderabad,461628,94486,58938,1,0,0.20467995875466827,0.12767423119914736,0.3323541899538156,0,0,0,4,0,0.0,
TXP10180,56,Doctor,Ahmedabad,645394,332075,34232,1,1,0.5145306587913739,0.05304046830308308,0.567571127094457,1,0,4,0,0,0.054,Low
